Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel,Year
P2P100064,2023-06-04,Pune,Salaried,122900.0,Education,276500.0,251300.0,19.0,36,D,Completed,367400.0,5,Verified,Web,2023
P2P100157,2024-11-09,Kolkata,Salaried,40200.0,Debt Consolidation,125400.0,114200.0,11.68,24,A,Completed,143700.0,2,Not Verified,Mobile App,2024
P2P100797,2025-10-08,Lucknow,Salaried,37100.0,Debt Consolidation,235900.0,234500.0,14.9,36,D,Completed,303700.0,5,Verified,Web,2025
P2P101918,2024-07-11,Bengaluru,Self-employed,30200.0,Home Improvement,308700.0,289200.0,18.16,24,D,Active,243900.0,6,Verified,Web,2024
P2P100765,2021-04-13,Kolkata,Salaried,46300.0,Debt Consolidation,122800.0,115900.0,9.32,24,A,Completed,141500.0,3,Verified,Web,2021
P2P100615,2025-07-27,Bengaluru,Salaried,33700.0,Home Improvement,692000.0,649900.0,12.8,24,B,Completed,819000.0,23,Verified,Mobile App,2025
P2P101247,2022-01-29,Chennai,Business Owner,76700.0,Education,146300.0,141400.0,8.22,36,A,Completed,173400.0,4,Verified,Web,2022
P2P101100,2023-05-23,Jaipur,Salaried,71200.0,Home Improvement,170400.0,170400.0,7.65,36,A,Completed,189600.0,4,Verified,Web,2023
P2P101928,2024-01-21,Ahmedabad,Self-employed,76600.0,Small Business,129200.0,127900.0,11.66,36,B,Completed,160400.0,3,Verified,Mobile App,2024
P2P101574,2025-07-14,Kolkata,Self-employed,46900.0,Travel,217000.0,215600.0,11.25,48,B,Active,153000.0,5,Verified,Mobile App,2025
P2P101319,2021-09-07,Hyderabad,Salaried,38300.0,Vehicle,278400.0,261900.0,13.66,60,B,Completed,397500.0,6,Verified,Web,2021
P2P100045,2022-11-23,Chennai,Salaried,45300.0,Vehicle,172300.0,155200.0,13.01,24,C,Active,90700.0,3,Verified,Web,2022
P2P101446,2022-05-16,Chennai,Salaried,62800.0,Medical,103700.0,99300.0,9.34,48,B,Active,66800.0,3,Verified,Web,2022
P2P100854,2025-08-27,Kolkata,Unknown,21700.0,Wedding,162800.0,150400.0,14.39,36,B,Completed,202600.0,3,Verified,Mobile App,2025
P2P100260,2021-10-25,Mumbai,Salaried,100800.0,Home Improvement,348900.0,315000.0,12.88,24,B,Active,144500.0,11,Verified,Web,2021
P2P101429,2024-09-19,Chennai,Self-employed,110100.0,Vehicle,95900.0,93300.0,12.24,48,B,Active,89800.0,3,Verified,Web,2024
P2P100857,2021-04-22,Pune,Salaried,37400.0,Debt Consolidation,545800.0,544500.0,11.27,60,A,Completed,746800.0,20,Verified,Web,2021
P2P100821,2025-04-30,Hyderabad,Salaried,44400.0,Wedding,342600.0,338800.0,14.67,24,C,Completed,400800.0,8,Not Verified,Mobile App,2025
P2P100523,2025-11-24,Kolkata,Business Owner,77100.0,Debt Consolidation,390700.0,387900.0,10.32,24,B,Completed,439200.0,12,Verified,Mobile App,2025
P2P101399,2024-08-17,Chennai,Salaried,82200.0,Debt Consolidation,187500.0,171100.0,11.74,24,B,Completed,219800.0,4,Verified,Web,2024
P2P101630,2023-11-29,Kolkata,Salaried,100800.0,Medical,126900.0,118500.0,10.58,48,B,Completed,159600.0,2,Verified,Web,2023
P2P100624,2024-01-26,Pune,Self-employed,54400.0,Wedding,334100.0,332200.0,12.9,48,C,Active,143600.0,8,Verified,Web,2024
P2P100317,2023-09-11,Chennai,Self-employed,28800.0,Debt Consolidation,345300.0,322600.0,11.07,48,B,Completed,444100.0,8,Verified,Web,2023
P2P101970,2021-03-22,Jaipur,Business Owner,88500.0,Home Improvement,170700.0,168200.0,15.46,24,C,Active,94300.0,6,Verified,Web,2021
P2P101346,2023-10-13,Mumbai,Salaried,138000.0,Small Business,215900.0,211500.0,13.82,36,C,Active,148900.0,5,Verified,Mobile App,2023
P2P100619,2025-05-04,Hyderabad,Salaried,61800.0,Vehicle,657100.0,623000.0,11.44,36,B,Active,233900.0,16,Verified,Mobile App,2025
P2P101645,2021-09-30,Mumbai,Self-employed,91100.0,Small Business,48000.0,45400.0,10.52,24,B,Completed,54800.0,1,Verified,Web,2021
P2P101946,2024-03-17,Bengaluru,Salaried,45900.0,Debt Consolidation,331600.0,331500.0,12.27,36,B,Late,149700.0,8,Verified,Mobile App,2024
P2P101875,2025-02-02,Hyderabad,Salaried,113000.0,Debt Consolidation,209100.0,203400.0,12.26,36,B,Defaulted,68300.0,7,Verified,Mobile App,2025
P2P100351,2024-02-24,Bengaluru,Business Owner,39300.0,Medical,317200.0,310000.0,11.02,24,B,Completed,353200.0,9,Verified,Mobile App,2024
P2P100839,2024-06-22,Bengaluru,Salaried,18000.0,Small Business,219800.0,209500.0,9.05,36,A,Completed,257200.0,5,Verified,Web,2024
P2P100023,2023-02-02,Ahmedabad,Self-employed,44100.0,Wedding,229600.0,224800.0,10.27,24,A,Completed,260700.0,6,Verified,Web,2023
P2P101355,2024-01-30,Mumbai,Salaried,109000.0,Debt Consolidation,326400.0,314400.0,11.26,60,B,Completed,439900.0,12,Verified,Web,2024
P2P101982,2025-04-30,Mumbai,Salaried,18000.0,Vehicle,256000.0,242000.0,9.48,36,A,Active,170800.0,7,Verified,Web,2025
P2P101632,2023-05-18,Pune,Self-employed,101400.0,Debt Consolidation,137600.0,126900.0,15.25,36,C,Completed,179800.0,3,Verified,Web,2023
P2P100488,2023-01-12,Delhi,Salaried,74900.0,Vehicle,138700.0,129500.0,11.15,12,B,Active,55600.0,4,Not Verified,Web,2023
P2P101300,2024-12-31,Pune,Salaried,43700.0,Vehicle,501800.0,457900.0,14.12,24,C,Completed,578600.0,11,Verified,Mobile App,2024
P2P100799,2024-12-16,Bengaluru,Salaried,49800.0,Travel,176300.0,158800.0,14.83,12,C,Active,105800.0,3,Verified,Mobile App,2024
P2P100393,2023-07-03,Kolkata,Self-employed,69500.0,Home Improvement,215100.0,199900.0,11.32,24,B,Active,82400.0,7,Verified,Web,2023
P2P100219,2024-10-05,Delhi,Self-employed,47000.0,Vehicle,189000.0,170300.0,14.55,36,C,Active,117000.0,5,Verified,Web,2024
P2P101538,2024-11-22,Delhi,Business Owner,46700.0,Home Improvement,99400.0,98400.0,14.89,24,B,Completed,120000.0,4,Verified,Mobile App,2024
P2P101562,2022-10-03,Chennai,Freelancer,41200.0,Vehicle,109500.0,103200.0,19.94,24,E,Active,40800.0,2,Verified,Web,2022
P2P100465,2025-11-14,Ahmedabad,Self-employed,143800.0,Medical,425700.0,395200.0,12.97,36,C,Active,385600.0,10,Verified,Mobile App,2025
P2P100154,2024-02-03,Bengaluru,Salaried,35000.0,Vehicle,354100.0,353500.0,11.88,48,B,Completed,452500.0,12,Verified,Mobile App,2024
P2P101134,2022-08-25,Mumbai,Salaried,62800.0,Education,87400.0,85900.0,10.11,48,B,Completed,107500.0,3,Verified,Web,2022
P2P101338,2024-11-21,Mumbai,Salaried,24200.0,Small Business,188100.0,178600.0,17.61,12,D,Active,148900.0,6,Verified,Mobile App,2024
P2P100966,2023-06-02,Bengaluru,Salaried,57000.0,Small Business,62900.0,60600.0,12.45,36,A,Completed,70900.0,2,Verified,Mobile App,2023
P2P101216,2022-08-26,Pune,Unknown,49200.0,Debt Consolidation,477000.0,443200.0,10.95,60,A,Completed,630800.0,14,Not Verified,Web,2022
P2P100408,2021-02-03,Delhi,Salaried,48300.0,Debt Consolidation,124600.0,116800.0,10.69,24,B,Active,82500.0,3,Verified,Web,2021
P2P100161,2023-06-25,Bengaluru,Salaried,51000.0,Small Business,296400.0,289000.0,12.34,36,B,Late,211100.0,6,Not Verified,Mobile App,2023
P2P100599,2022-06-21,Jaipur,Salaried,84200.0,Debt Consolidation,203900.0,188600.0,11.65,36,B,Late,115100.0,5,Verified,Web,2022
P2P101938,2025-05-28,Pune,Salaried,35600.0,Debt Consolidation,379800.0,366200.0,12.65,36,C,Completed,472600.0,9,Not Verified,Web,2025
P2P100723,2021-07-23,Ahmedabad,Salaried,91800.0,Vehicle,226900.0,226600.0,8.96,36,A,Active,116600.0,7,Verified,Web,2021
P2P100503,2023-03-07,Hyderabad,Salaried,37300.0,Medical,285400.0,281500.0,17.28,24,C,Completed,355900.0,6,Verified,Mobile App,2023
P2P101829,2025-04-25,Pune,Salaried,48600.0,Vehicle,271600.0,255700.0,14.49,24,C,Completed,324600.0,5,Verified,Web,2025
P2P100402,2025-09-01,Jaipur,Salaried,29300.0,Debt Consolidation,333100.0,311400.0,15.76,36,C,Active,188700.0,6,Verified,Web,2025
P2P100713,2024-01-07,Chennai,Salaried,47900.0,Home Improvement,191400.0,179600.0,18.49,24,D,Completed,230000.0,5,Not Verified,Mobile App,2024
P2P100958,2021-05-24,Chennai,Self-employed,165800.0,Vehicle,186800.0,175400.0,17.89,36,D,Completed,244400.0,7,Not Verified,Mobile App,2021
P2P101787,2024-09-15,Delhi,Salaried,67100.0,Medical,362900.0,347800.0,9.26,36,A,Completed,427500.0,8,Verified,Web,2024
P2P100726,2025-06-18,Bengaluru,Salaried,33100.0,Home Improvement,441500.0,416600.0,15.75,36,C,Completed,580100.0,15,Verified,Web,2025
P2P100495,2023-12-24,Lucknow,Self-employed,109900.0,Education,157500.0,148800.0,12.23,24,B,Active,69900.0,5,Verified,Mobile App,2023
P2P101112,2022-09-04,Jaipur,Business Owner,65800.0,Debt Consolidation,169100.0,169000.0,13.08,24,B,Completed,194100.0,4,Verified,Web,2022
P2P101639,2025-12-22,Bengaluru,Salaried,22600.0,Debt Consolidation,152100.0,145800.0,14.1,36,D,Active,89400.0,3,Verified,Mobile App,2025
P2P100016,2022-05-31,Kolkata,Salaried,43400.0,Home Improvement,379900.0,372900.0,14.24,12,C,Active,284500.0,9,Verified,Mobile App,2022
P2P101715,2021-06-28,Bengaluru,Self-employed,39500.0,Travel,109500.0,109400.0,10.49,36,B,Active,83300.0,3,Verified,Web,2021
P2P100437,2021-08-11,Pune,Salaried,206100.0,Home Improvement,575000.0,563300.0,21.42,24,E,Late,302200.0,19,Verified,Web,2021
P2P101289,2021-04-12,Lucknow,Salaried,37600.0,Wedding,388900.0,377000.0,9.56,12,A,Active,246100.0,9,Verified,Mobile App,2021
P2P101692,2024-02-23,Jaipur,Salaried,82800.0,Education,83100.0,76800.0,14.93,36,C,Completed,103700.0,2,Verified,Mobile App,2024
P2P102000,2023-01-14,Bengaluru,Salaried,44300.0,Debt Consolidation,116600.0,113100.0,12.06,12,B,Late,53400.0,3,Not Verified,Mobile App,2023
P2P100963,2022-10-23,Lucknow,Salaried,51500.0,Home Improvement,120000.0,117800.0,19.48,36,E,Active,95200.0,3,Verified,Web,2022
P2P100293,2025-05-25,Lucknow,Salaried,24000.0,Debt Consolidation,206700.0,189000.0,11.39,24,B,Completed,233100.0,7,Verified,Web,2025
P2P100818,2023-08-23,Jaipur,Business Owner,74900.0,Debt Consolidation,538600.0,513100.0,12.59,24,B,Active,420400.0,16,Not Verified,Mobile App,2023
P2P100841,2021-02-10,Jaipur,Freelancer,55900.0,Home Improvement,258600.0,233200.0,12.21,36,B,Completed,304500.0,8,Verified,Web,2021
P2P101147,2025-04-23,Kolkata,Self-employed,96000.0,Wedding,171700.0,154500.0,15.47,24,C,Active,96900.0,3,Verified,Web,2025
P2P100386,2025-05-01,Pune,Salaried,54400.0,Medical,539500.0,498800.0,9.83,36,A,Active,314000.0,10,Verified,Mobile App,2025
P2P100092,2025-01-09,Kolkata,Salaried,40800.0,Travel,175700.0,158400.0,10.43,24,A,Completed,195100.0,5,Not Verified,Mobile App,2025
P2P100917,2023-02-06,Delhi,Salaried,33300.0,Small Business,122600.0,112600.0,10.55,36,B,Active,88700.0,2,Verified,Mobile App,2023
P2P100305,2025-01-25,Delhi,Business Owner,38200.0,Wedding,87300.0,79200.0,11.26,36,B,Active,58100.0,2,Verified,Web,2025
P2P101481,2025-05-19,Delhi,Business Owner,57700.0,Debt Consolidation,106900.0,100500.0,14.63,48,C,Defaulted,18100.0,2,Verified,Web,2025
P2P101194,2024-08-22,Mumbai,Freelancer,43900.0,Home Improvement,100200.0,92800.0,10.8,60,B,Active,55500.0,3,Verified,Web,2024
P2P101748,2022-11-26,Kolkata,Freelancer,57100.0,Home Improvement,291700.0,277500.0,21.45,60,E,Active,211400.0,6,Verified,Web,2022
P2P100282,2023-04-30,Pune,Self-employed,27500.0,Home Improvement,331300.0,301400.0,17.47,24,D,Active,286700.0,8,Not Verified,Mobile App,2023
P2P100232,2024-02-23,Jaipur,Salaried,96800.0,Debt Consolidation,540600.0,490000.0,14.1,36,C,Completed,660300.0,11,Not Verified,Web,2024
P2P101524,2021-11-07,Chennai,Salaried,92900.0,Debt Consolidation,81200.0,73700.0,17.77,12,D,Late,57100.0,2,Verified,Mobile App,2021
P2P100443,2023-07-08,Chennai,Salaried,35000.0,Small Business,834600.0,829800.0,13.3,36,C,Late,623400.0,32,Verified,Mobile App,2023
P2P100665,2021-11-08,Jaipur,Business Owner,42400.0,Medical,173700.0,170000.0,10.55,36,B,Late,112100.0,4,Verified,Mobile App,2021
P2P100996,2021-10-08,Pune,Business Owner,34200.0,Vehicle,138700.0,130500.0,14.69,24,C,Active,85100.0,5,Verified,Mobile App,2021
P2P100814,2025-09-24,Kolkata,Salaried,45300.0,Debt Consolidation,397700.0,367700.0,11.65,48,B,Active,256400.0,8,Verified,Web,2025
P2P100144,2023-02-18,Ahmedabad,Business Owner,36700.0,Home Improvement,126500.0,119700.0,14.25,48,C,Active,52700.0,3,Verified,Mobile App,2023
P2P100669,2022-06-07,Bengaluru,Self-employed,34000.0,Small Business,170600.0,168000.0,7.5,24,A,Completed,185400.0,4,Verified,Web,2022
P2P100822,2021-01-15,Hyderabad,Salaried,53900.0,Debt Consolidation,222000.0,212600.0,12.53,48,B,Completed,294400.0,6,Verified,Mobile App,2021
P2P100181,2023-05-06,Pune,Salaried,36900.0,Home Improvement,762700.0,740400.0,19.74,36,E,Defaulted,154200.0,18,Verified,Web,2023
P2P101423,2021-05-08,Delhi,Freelancer,114900.0,Small Business,135100.0,123700.0,12.53,60,B,Active,99400.0,5,Verified,Web,2021
P2P100521,2024-07-12,Mumbai,Business Owner,54400.0,Small Business,261400.0,246800.0,15.2,36,C,Active,139400.0,7,Verified,Mobile App,2024
P2P101585,2025-12-16,Hyderabad,Salaried,93100.0,Home Improvement,200800.0,194400.0,10.35,24,B,Late,120200.0,4,Verified,Mobile App,2025
P2P101703,2023-03-11,Unknown,Salaried,97700.0,Home Improvement,479000.0,475200.0,11.31,12,A,Completed,511800.0,16,Verified,Web,2023
P2P100962,2024-07-26,Delhi,Salaried,101400.0,Home Improvement,133700.0,127000.0,7.96,36,A,Completed,157100.0,4,Verified,Mobile App,2024
P2P100588,2022-01-23,Bengaluru,Salaried,52700.0,Small Business,185400.0,170000.0,7.5,60,A,Active,96800.0,4,Verified,Mobile App,2022
P2P100204,2025-08-27,Chennai,Freelancer,49000.0,Debt Consolidation,180400.0,172100.0,10.23,36,A,Completed,216300.0,4,Not Verified,Mobile App,2025
P2P100694,2022-10-16,Kolkata,Salaried,48100.0,Education,235000.0,231200.0,11.92,24,B,Completed,273600.0,7,Not Verified,Web,2022
P2P100308,2023-04-01,Delhi,Self-employed,60300.0,Medical,133500.0,121300.0,14.11,36,C,Active,83900.0,2,Not Verified,Mobile App,2023
P2P100853,2022-08-01,Jaipur,Business Owner,46200.0,Debt Consolidation,181600.0,179900.0,13.52,36,B,Active,87500.0,6,Not Verified,Web,2022
P2P100479,2025-11-23,Hyderabad,Self-employed,94500.0,Debt Consolidation,136500.0,127000.0,12.08,24,A,Active,76100.0,3,Verified,Web,2025
P2P100192,2025-08-26,Chennai,Business Owner,74100.0,Wedding,153300.0,152500.0,9.72,12,B,Defaulted,52800.0,4,Not Verified,Mobile App,2025
P2P100675,2023-09-14,Bengaluru,Salaried,63500.0,Wedding,268600.0,259200.0,7.5,36,A,Completed,304900.0,5,Verified,Web,2023
P2P101149,2025-06-29,Hyderabad,Self-employed,44800.0,Vehicle,196500.0,190000.0,9.24,24,B,Completed,220700.0,6,Verified,Web,2025
P2P100108,2025-03-02,Bengaluru,Salaried,59700.0,Wedding,214200.0,211200.0,10.41,36,A,Completed,260200.0,7,Verified,Mobile App,2025
P2P101342,2023-12-22,Delhi,Freelancer,55200.0,Medical,229300.0,227900.0,11.0,12,B,Completed,243400.0,7,Verified,Web,2023
P2P101519,2022-10-19,Kolkata,Salaried,72000.0,Debt Consolidation,266500.0,243100.0,9.62,36,A,Completed,308800.0,6,Verified,Web,2022
P2P100391,2025-12-20,Bengaluru,Salaried,49400.0,Home Improvement,310600.0,297900.0,15.08,24,C,Completed,373100.0,7,Not Verified,Mobile App,2025
P2P100342,2024-01-10,Chennai,Salaried,40700.0,Debt Consolidation,248100.0,240400.0,16.36,24,D,Completed,305400.0,5,Not Verified,Mobile App,2024
P2P100737,2023-08-11,Lucknow,Salaried,19700.0,Travel,363900.0,328100.0,9.28,36,A,Completed,431600.0,8,Verified,Web,2023
P2P101503,2021-03-20,Bengaluru,Salaried,51200.0,Travel,375500.0,346400.0,14.9,24,C,Completed,440800.0,10,Verified,Mobile App,2021
P2P100542,2024-07-31,Kolkata,Salaried,37500.0,Small Business,182500.0,171100.0,12.83,36,B,Active,78100.0,4,Not Verified,Web,2024
P2P101681,2023-05-15,Jaipur,Salaried,53200.0,Small Business,309700.0,296200.0,14.54,24,C,Completed,351700.0,9,Verified,Mobile App,2023
P2P101607,2021-07-27,Mumbai,Business Owner,77900.0,Vehicle,438700.0,421600.0,8.35,48,A,Completed,523600.0,9,Verified,Web,2021
P2P101798,2021-08-09,Mumbai,Freelancer,59300.0,Debt Consolidation,150600.0,139100.0,17.75,24,D,Active,111200.0,3,Not Verified,Mobile App,2021
P2P100717,2025-06-04,Bengaluru,Self-employed,98300.0,Medical,193900.0,193400.0,9.63,24,A,Completed,217400.0,4,Verified,Web,2025
P2P101943,2025-04-08,Jaipur,Salaried,40000.0,Debt Consolidation,631300.0,575100.0,11.61,36,B,Active,405300.0,15,Verified,Mobile App,2025
P2P101165,2022-04-08,Chennai,Salaried,47600.0,Debt Consolidation,558600.0,544700.0,19.65,36,D,Active,410700.0,18,Verified,Mobile App,2022
P2P101775,2025-04-10,Delhi,Salaried,53000.0,Small Business,143600.0,132600.0,11.72,24,B,Completed,162400.0,3,Verified,Mobile App,2025
P2P100798,2024-05-29,Delhi,Business Owner,29200.0,Medical,159000.0,143300.0,16.78,36,D,Defaulted,31600.0,3,Verified,Mobile App,2024
P2P100015,2022-05-27,Hyderabad,Self-employed,156600.0,Education,194700.0,184800.0,9.03,24,A,Completed,213400.0,4,Verified,Web,2022
P2P101050,2021-03-07,Hyderabad,Unknown,58200.0,Debt Consolidation,300500.0,287000.0,11.35,24,C,Active,165100.0,10,Not Verified,Web,2021
P2P101687,2025-09-26,Kolkata,Salaried,63700.0,Wedding,116300.0,111600.0,13.2,60,C,Active,64800.0,4,Verified,Mobile App,2025
P2P100113,2025-10-05,Jaipur,Salaried,64800.0,Debt Consolidation,151100.0,147700.0,12.27,24,B,Completed,177100.0,3,Verified,Mobile App,2025
P2P101364,2024-09-08,Ahmedabad,Self-employed,73400.0,Debt Consolidation,503700.0,477300.0,16.51,12,D,Completed,548500.0,14,Verified,Web,2024
P2P101859,2025-06-18,Bengaluru,Salaried,51600.0,Home Improvement,83400.0,75500.0,12.18,12,B,Completed,87400.0,2,Verified,Web,2025
P2P100279,2024-12-24,Ahmedabad,Salaried,48300.0,Medical,246300.0,236400.0,13.16,36,C,Completed,311300.0,7,Verified,Mobile App,2024
P2P101170,2023-01-23,Mumbai,Business Owner,47900.0,Home Improvement,612900.0,607900.0,11.27,60,A,Active,401900.0,18,Verified,Web,2023
P2P100031,2024-08-02,Pune,Unknown,45100.0,Debt Consolidation,242600.0,238900.0,12.45,24,C,Active,162500.0,7,Verified,Web,2024
P2P100562,2022-08-08,Delhi,Unknown,61700.0,Small Business,74900.0,68600.0,12.4,36,C,Completed,91600.0,2,Verified,Web,2022
P2P100833,2022-02-20,Hyderabad,Self-employed,46100.0,Debt Consolidation,81700.0,73700.0,12.39,24,B,Completed,91800.0,2,Verified,Mobile App,2022
P2P101821,2022-07-22,Delhi,Business Owner,66400.0,Home Improvement,346600.0,343500.0,12.0,12,B,Completed,372000.0,8,Verified,Web,2022
P2P101328,2025-04-14,Kolkata,Salaried,65700.0,Education,828600.0,805700.0,8.46,36,A,Active,381000.0,22,Verified,Mobile App,2025
P2P101910,2022-03-11,Hyderabad,Salaried,73400.0,Home Improvement,285800.0,283800.0,9.01,12,A,Active,95600.0,8,Verified,Mobile App,2022
P2P100452,2024-05-19,Lucknow,Salaried,64800.0,Travel,172400.0,162600.0,9.96,24,B,Active,69900.0,4,Verified,Web,2024
P2P100793,2024-02-28,Delhi,Salaried,74500.0,Education,485100.0,446900.0,15.19,24,C,Completed,591900.0,10,Verified,Web,2024
P2P100159,2022-10-05,Bengaluru,Freelancer,46300.0,Education,135100.0,122200.0,15.09,12,C,Completed,150500.0,3,Verified,Mobile App,2022
P2P100710,2024-11-23,Jaipur,Self-employed,55800.0,Debt Consolidation,94600.0,92600.0,13.58,24,C,Active,49700.0,2,Not Verified,Web,2024
P2P101657,2024-05-12,Chennai,Self-employed,57300.0,Home Improvement,335800.0,332700.0,15.1,24,C,Active,287100.0,11,Verified,Web,2024
P2P100911,2024-07-06,Delhi,Business Owner,30800.0,Debt Consolidation,484100.0,447700.0,11.55,60,B,Late,144900.0,11,Verified,Web,2024
P2P101032,2024-07-16,Mumbai,Salaried,103100.0,Home Improvement,387700.0,352600.0,15.73,60,D,Completed,567300.0,7,Verified,Web,2024
P2P100004,2024-07-19,Pune,Salaried,85400.0,Debt Consolidation,369600.0,365700.0,13.02,36,C,Active,153600.0,9,Verified,Web,2024
P2P100120,2024-04-19,Chennai,Self-employed,38000.0,Wedding,406300.0,381700.0,10.71,36,B,Active,233000.0,8,Verified,Web,2024
P2P101689,2024-07-31,Delhi,Salaried,94800.0,Debt Consolidation,558600.0,516700.0,14.43,60,C,Active,557700.0,13,Verified,Web,2024
P2P101090,2022-09-21,Bengaluru,Salaried,57000.0,Debt Consolidation,588700.0,539000.0,15.19,24,D,Active,298600.0,11,Verified,Web,2022
P2P101891,2021-10-31,Bengaluru,Self-employed,53300.0,Small Business,443100.0,425100.0,7.65,36,A,Active,360800.0,16,Verified,Mobile App,2021
P2P101547,2025-05-04,Kolkata,Salaried,41000.0,Debt Consolidation,128400.0,120600.0,9.75,36,A,Active,71800.0,4,Verified,Mobile App,2025
P2P101057,2025-03-17,Kolkata,Salaried,32200.0,Medical,170200.0,164500.0,12.46,36,B,Defaulted,24700.0,4,Verified,Web,2025
P2P100871,2023-07-06,Hyderabad,Salaried,51000.0,Wedding,331600.0,325400.0,14.99,36,C,Active,254200.0,10,Verified,Web,2023
P2P100075,2025-01-01,Delhi,Self-employed,64600.0,Vehicle,90600.0,90100.0,13.48,24,C,Active,65300.0,2,Verified,Mobile App,2025
P2P100183,2025-09-29,Unknown,Self-employed,75500.0,Debt Consolidation,798700.0,719800.0,10.03,24,A,Completed,887400.0,17,Verified,Mobile App,2025
P2P101052,2024-04-03,Hyderabad,Business Owner,93500.0,Education,245400.0,221500.0,14.28,60,B,Active,217000.0,6,Verified,Mobile App,2024
P2P100993,2022-12-25,Mumbai,Salaried,58100.0,Education,783000.0,748800.0,13.66,36,C,Active,680700.0,24,Verified,Mobile App,2022
P2P100895,2024-11-03,Hyderabad,Salaried,67400.0,Debt Consolidation,597600.0,594100.0,13.26,36,B,Active,333600.0,19,Verified,Mobile App,2024
P2P101382,2023-08-08,Mumbai,Unknown,110100.0,Home Improvement,132900.0,127500.0,15.87,12,C,Completed,150300.0,5,Not Verified,Web,2023
P2P101036,2024-12-16,Ahmedabad,Salaried,25200.0,Debt Consolidation,191600.0,178700.0,8.2,12,A,Completed,197200.0,6,Verified,Web,2024
P2P100670,2023-01-20,Bengaluru,Self-employed,53700.0,Home Improvement,575500.0,551800.0,17.46,24,D,Completed,678600.0,17,Verified,Mobile App,2023
P2P100267,2024-12-17,Lucknow,Self-employed,60700.0,Medical,294000.0,279700.0,17.96,60,D,Completed,463600.0,9,Verified,Mobile App,2024
